,n_trees,max_depth,n_estimators,subportion,n_samples,n_runs,mean_prediction,variance_prediction
51,20,3,80,0.7,80,35,"tf.Tensor(
[[0.06263047]
 [0.06263047]
 [0.06263047]
 ...
 [9.945971  ]
 [9.945971  ]
 [9.945971  ]], shape=(1700, 1), dtype=float32)","tf.Tensor(
[[0.09372938]
 [0.09372938]
 [0.09372938]
 ...
 [0.21641777]
 [0.21641777]
 [0.21641777]], shape=(1700, 1), dtype=float32)"
52,20,3,80,0.7,40,35,"tf.Tensor(
[[0.03953885]
 [0.03953885]
 [0.03953885]
 ...
 [9.953297  ]
 [9.953297  ]
 [9.953297  ]], shape=(1700, 1), dtype=float32)","tf.Tensor(
[[0.11743037]
 [0.11743037]
 [0.11743037]
 ...
 [0.2481275 ]
 [0.2481275 ]
 [0.2481275 ]], shape=(1700, 1), dtype=float32)"
53,20,3,80,0.7,26,35,"tf.Tensor(
[[0.02741212]
 [0.02741212]
 [0.02741212]
 ...
 [9.96883   ]
 [9.96883   ]
 [9.96883   ]], shape=(1700, 1), dtype=float32)","tf.Tensor(
[[0.12539685]
 [0.12539685]
 [0.12539685]
 ...
 [0.22307283]
 [0.22307283]
 [0.22307283]], shape=(1700, 1), dtype=float32)"
54,20,5,30,0.5,30,10,"tf.Tensor(
[[-0.6714428]
 [-0.6714428]
 [-0.6714428]
 ...
 [ 8.953858 ]
 [ 8.953858 ]
 [ 8.953858 ]], shape=(1700, 1), dtype=float32)","tf.Tensor(
[[0.11827227]
 [0.11827227]
 [0.11827227]
 ...
 [1.2589794 ]
 [1.2589794 ]
 [1.2589794 ]], shape=(1700, 1), dtype=float32)"
55,20,5,30,0.5,15,10,"tf.Tensor(
[[-0.7096077]
 [-0.7096077]
 [-0.7096077]
 ...
 [ 8.755432 ]
 [ 8.755432 ]
 [ 8.755432 ]], shape=(1700, 1), dtype=float32)","tf.Tensor(
[[0.14968768]
 [0.14968768]
 [0.14968768]
 ...
 [1.1331172 ]
 [1.1331172 ]
 [1.1331172 ]], shape=(1700, 1), dtype=float32)"
56,20,5,30,0.5,10,10,"tf.Tensor(
[[-0.7492032]
 [-0.7492032]
 [-0.7492032]
 ...
 [ 8.809832 ]
 [ 8.809832 ]
 [ 8.809832 ]], shape=(1700, 1), dtype=float32)","tf.Tensor(
[[0.13470405]
 [0.13470405]
 [0.13470405]
 ...
 [0.90121347]
 [0.90121347]
 [0.90121347]], shape=(1700, 1), dtype=float32)"
57,20,5,30,0.5,30,20,"tf.Tensor(
[[-0.6904032]
 [-0.6904032]
 [-0.6904032]
 ...
 [ 8.727864 ]
 [ 8.727864 ]
 [ 8.727864 ]], shape=(1700, 1), dtype=float32)","tf.Tensor(
[[0.1428379 ]
 [0.1428379 ]
 [0.1428379 ]
 ...
 [0.88399166]
 [0.88399166]
 [0.88399166]], shape=(1700, 1), dtype=float32)"
58,20,5,30,0.5,15,20,"tf.Tensor(
[[-0.69104636]
 [-0.69104636]
 [-0.69104636]
 ...
 [ 8.881878  ]
 [ 8.881878  ]
 [ 8.881878  ]], shape=(1700, 1), dtype=float32)","tf.Tensor(
[[0.13404323]
 [0.13404323]
 [0.13404323]
 ...
 [0.8966822 ]
 [0.8966822 ]
 [0.8966822 ]], shape=(1700, 1), dtype=float32)"
59,20,5,30,0.5,10,20,"tf.Tensor(
[[-0.6750848]
 [-0.6750848]
 [-0.6750848]
 ...
 [ 8.510035 ]
 [ 8.510035 ]
 [ 8.510035 ]], shape=(1700, 1), dtype=float32)","tf.Tensor(
[[0.1499684 ]
 [0.1499684 ]
 [0.1499684 ]
 ...
 [0.75271755]
 [0.75271755]
 [0.75271755]], shape=(1700, 1), dtype=float32)"
60,20,5,30,0.5,30,35,"tf.Tensor(
[[-0.74267447]
 [-0.74267447]
 [-0.74267447]
 ...
 [ 8.630186  ]
 [ 8.630186  ]
 [ 8.630186  ]], shape=(1700, 1), dtype=float32)","tf.Tensor(
[[0.10331588]
 [0.10331588]
 [0.10331588]
 ...
 [1.0163465 ]
 [1.0163465 ]
 [1.0163465 ]], shape=(1700, 1), dtype=float32)"
61,20,5,30,0.5,15,35,"tf.Tensor(
[[-0.7212193]
 [-0.7212193]
 [-0.7212193]
 ...
 [ 8.594485 ]
 [ 8.594485 ]
 [ 8.594485 ]], shape=(1700, 1), dtype=float32)","tf.Tensor(
[[0.13836825]
 [0.13836825]
 [0.13836825]
 ...
 [0.9078294 ]
 [0.9078294 ]
 [0.9078294 ]], shape=(1700, 1), dtype=float32)"
62,20,5,30,0.5,10,35,"tf.Tensor(
[[-0.74643356]
 [-0.74643356]
 [-0.74643356]
 ...
 [ 9.084257  ]
 [ 9.084257  ]
 [ 9.084257  ]], shape=(1700, 1), dtype=float32)","tf.Tensor(
[[0.15028052]
 [0.15028052]
 [0.15028052]
 ...
 [1.1888692 ]
 [1.1888692 ]
 [1.1888692 ]], shape=(1700, 1), dtype=float32)"
63,20,5,30,0.7,30,10,"tf.Tensor(
[[-0.75998634]
 [-0.75998634]
 [-0.75998634]
 ...
 [ 8.222223  ]
 [ 8.222223  ]
 [ 8.222223  ]], shape=(1700, 1), dtype=float32)","tf.Tensor(
[[0.09101555]
 [0.09101555]
 [0.09101555]
 ...
 [0.9657628 ]
 [0.9657628 ]
 [0.9657628 ]], shape=(1700, 1), dtype=float32)"
64,20,5,30,0.7,15,10,"tf.Tensor(
[[-0.81383634]
 [-0.81383634]
 [-0.81383634]
 ...
 [ 8.088162  ]
 [ 8.088162  ]
 [ 8.088162  ]], shape=(1700, 1), dtype=float32)","tf.Tensor(
[[0.13310504]
 [0.13310504]
 [0.13310504]
 ...
 [0.8350066 ]
 [0.8350066 ]
 [0.8350066 ]], shape=(1700, 1), dtype=float32)"
65,20,5,30,0.7,10,10,"tf.Tensor(
[[-0.7642327]
 [-0.7642327]
 [-0.7642327]
 ...
 [ 8.493082 ]
 [ 8.493082 ]
 [ 8.493082 ]], shape=(1700, 1), dtype=float32)","tf.Tensor(
[[0.07483756]
 [0.07483756]
 [0.07483756]
 ...
 [1.2186527 ]
 [1.2186527 ]
 [1.2186527 ]], shape=(1700, 1), dtype=float32)"
66,20,5,30,0.7,30,20,"tf.Tensor(
[[-0.7961581]
 [-0.7961581]
 [-0.7961581]
 ...
 [ 8.3079605]
 [ 8.3079605]
 [ 8.3079605]], shape=(1700, 1), dtype=float32)","tf.Tensor(
[[0.10459028]
 [0.10459028]
 [0.10459028]
 ...
 [0.9802097 ]
 [0.9802097 ]
 [0.9802097 ]], shape=(1700, 1), dtype=float32)"
67,20,5,30,0.7,15,20,"tf.Tensor(
[[-0.7777186]
 [-0.7777186]
 [-0.7777186]
 ...
 [ 8.203055 ]
 [ 8.203055 ]
 [ 8.203055 ]], shape=(1700, 1), dtype=float32)","tf.Tensor(
[[0.11775105]
 [0.11775105]
 [0.11775105]
 ...
 [1.107622  ]
 [1.107622  ]
 [1.107622  ]], shape=(1700, 1), dtype=float32)"
68,20,5,30,0.7,10,20,"tf.Tensor(
[[-0.7727451]
 [-0.7727451]
 [-0.7727451]
 ...
 [ 8.155164 ]
 [ 8.155164 ]
 [ 8.155164 ]], shape=(1700, 1), dtype=float32)","tf.Tensor(
[[0.11943232]
 [0.11943232]
 [0.11943232]
 ...
 [0.8163957 ]
 [0.8163957 ]
 [0.8163957 ]], shape=(1700, 1), dtype=float32)"
69,20,5,30,0.7,30,35,"tf.Tensor(
[[-0.78968114]
 [-0.78968114]
 [-0.78968114]
 ...
 [ 8.27517   ]
 [ 8.27517   ]
 [ 8.27517   ]], shape=(1700, 1), dtype=float32)","tf.Tensor(
[[0.10197146]
 [0.10197146]
 [0.10197146]
 ...
 [0.8754744 ]
 [0.8754744 ]
 [0.8754744 ]], shape=(1700, 1), dtype=float32)"
70,20,5,30,0.7,15,35,"tf.Tensor(
[[-0.80977315]
 [-0.80977315]
 [-0.80977315]
 ...
 [ 8.3659    ]
 [ 8.3659    ]
 [ 8.3659    ]], shape=(1700, 1), dtype=float32)","tf.Tensor(
[[0.10117658]
 [0.10117658]
 [0.10117658]
 ...
 [0.8730548 ]
 [0.8730548 ]
 [0.8730548 ]], shape=(1700, 1), dtype=float32)"
71,20,5,30,0.7,10,35,"tf.Tensor(
[[-0.82627094]
 [-0.82627094]
 [-0.82627094]
 ...
 [ 8.311577  ]
 [ 8.311577  ]
 [ 8.311577  ]], shape=(1700, 1), dtype=float32)","tf.Tensor(
[[0.11580873]
 [0.11580873]
 [0.11580873]
 ...
 [0.8938817 ]
 [0.8938817 ]
 [0.8938817 ]], shape=(1700, 1), dtype=float32)"
72,20,5,50,0.5,50,10,"tf.Tensor(
[[-0.7259223]
 [-0.7259223]
 [-0.7259223]
 ...
 [ 8.902301 ]
 [ 8.902301 ]
 [ 8.902301 ]], shape=(1700, 1), dtype=float32)","tf.Tensor(
[[0.13185781]
 [0.13185781]
 [0.13185781]
 ...
 [1.0506196 ]
 [1.0506196 ]
 [1.0506196 ]], shape=(1700, 1), dtype=float32)"
73,20,5,50,0.5,25,10,"tf.Tensor(
[[-0.7429769]
 [-0.7429769]
 [-0.7429769]
 ...
 [ 8.704695 ]
 [ 8.704695 ]
 [ 8.704695 ]], shape=(1700, 1), dtype=float32)","tf.Tensor(
[[0.16028897]
 [0.16028897]
 [0.16028897]
 ...
 [0.9524488 ]
 [0.9524488 ]
 [0.9524488 ]], shape=(1700, 1), dtype=float32)"
74,20,5,50,0.5,16,10,"tf.Tensor(
[[-0.69148594]
 [-0.69148594]
 [-0.69148594]
 ...
 [ 8.656524  ]
 [ 8.656524  ]
 [ 8.656524  ]], shape=(1700, 1), dtype=float32)","tf.Tensor(
[[0.11394877]
 [0.11394877]
 [0.11394877]
 ...
 [0.96783966]
 [0.96783966]
 [0.96783966]], shape=(1700, 1), dtype=float32)"
75,20,5,50,0.5,50,20,"tf.Tensor(
[[-0.6978789]
 [-0.6978789]
 [-0.6978789]
 ...
 [ 8.602252 ]
 [ 8.602252 ]
 [ 8.602252 ]], shape=(1700, 1), dtype=float32)","tf.Tensor(
[[0.1312756]
 [0.1312756]
 [0.1312756]
 ...
 [1.0970134]
 [1.0970134]
 [1.0970134]], shape=(1700, 1), dtype=float32)"
76,20,5,50,0.5,25,20,"tf.Tensor(
[[-0.7295476]
 [-0.7295476]
 [-0.7295476]
 ...
 [ 9.0671   ]
 [ 9.0671   ]
 [ 9.0671   ]], shape=(1700, 1), dtype=float32)","tf.Tensor(
[[0.13428299]
 [0.13428299]
 [0.13428299]
 ...
 [0.91706705]
 [0.91706705]
 [0.91706705]], shape=(1700, 1), dtype=float32)"
77,20,5,50,0.5,16,20,"tf.Tensor(
[[-0.7356216]
 [-0.7356216]
 [-0.7356216]
 ...
 [ 8.782213 ]
 [ 8.782213 ]
 [ 8.782213 ]], shape=(1700, 1), dtype=float32)","tf.Tensor(
[[0.1256194 ]
 [0.1256194 ]
 [0.1256194 ]
 ...
 [0.88288254]
 [0.88288254]
 [0.88288254]], shape=(1700, 1), dtype=float32)"
78,20,5,50,0.5,50,35,"tf.Tensor(
[[-0.7396315]
 [-0.7396315]
 [-0.7396315]
 ...
 [ 8.805148 ]
 [ 8.805148 ]
 [ 8.805148 ]], shape=(1700, 1), dtype=float32)","tf.Tensor(
[[0.119889 ]
 [0.119889 ]
 [0.119889 ]
 ...
 [1.0197482]
 [1.0197482]
 [1.0197482]], shape=(1700, 1), dtype=float32)"
79,20,5,50,0.5,25,35,"tf.Tensor(
[[-0.71103364]
 [-0.71103364]
 [-0.71103364]
 ...
 [ 8.436922  ]
 [ 8.436922  ]
 [ 8.436922  ]], shape=(1700, 1), dtype=float32)","tf.Tensor(
[[0.13337553]
 [0.13337553]
 [0.13337553]
 ...
 [1.0257974 ]
 [1.0257974 ]
 [1.0257974 ]], shape=(1700, 1), dtype=float32)"
80,20,5,50,0.5,16,35,"tf.Tensor(
[[-0.72142506]
 [-0.72142506]
 [-0.72142506]
 ...
 [ 8.689667  ]
 [ 8.689667  ]
 [ 8.689667  ]], shape=(1700, 1), dtype=float32)","tf.Tensor(
[[0.13173755]
 [0.13173755]
 [0.13173755]
 ...
 [1.13868   ]
 [1.13868   ]
 [1.13868   ]], shape=(1700, 1), dtype=float32)"
81,20,5,50,0.7,50,10,"tf.Tensor(
[[-0.792945]
 [-0.792945]
 [-0.792945]
 ...
 [ 8.28621 ]
 [ 8.28621 ]
 [ 8.28621 ]], shape=(1700, 1), dtype=float32)","tf.Tensor(
[[0.10148951]
 [0.10148951]
 [0.10148951]
 ...
 [0.8820845 ]
 [0.8820845 ]
 [0.8820845 ]], shape=(1700, 1), dtype=float32)"
82,20,5,50,0.7,25,10,"tf.Tensor(
[[-0.76790476]
 [-0.76790476]
 [-0.76790476]
 ...
 [ 8.34828   ]
 [ 8.34828   ]
 [ 8.34828   ]], shape=(1700, 1), dtype=float32)","tf.Tensor(
[[0.0972688]
 [0.0972688]
 [0.0972688]
 ...
 [1.0562555]
 [1.0562555]
 [1.0562555]], shape=(1700, 1), dtype=float32)"
83,20,5,50,0.7,16,10,"tf.Tensor(
[[-0.77482444]
 [-0.77482444]
 [-0.77482444]
 ...
 [ 8.08138   ]
 [ 8.08138   ]
 [ 8.08138   ]], shape=(1700, 1), dtype=float32)","tf.Tensor(
[[0.09361882]
 [0.09361882]
 [0.09361882]
 ...
 [0.98233783]
 [0.98233783]
 [0.98233783]], shape=(1700, 1), dtype=float32)"
84,20,5,50,0.7,50,20,"tf.Tensor(
[[-0.82084996]
 [-0.82084996]
 [-0.82084996]
 ...
 [ 8.337839  ]
 [ 8.337839  ]
 [ 8.337839  ]], shape=(1700, 1), dtype=float32)","tf.Tensor(
[[0.08927405]
 [0.08927405]
 [0.08927405]
 ...
 [1.0254526 ]
 [1.0254526 ]
 [1.0254526 ]], shape=(1700, 1), dtype=float32)"
85,20,5,50,0.7,25,20,"tf.Tensor(
[[-0.8067717]
 [-0.8067717]
 [-0.8067717]
 ...
 [ 8.310255 ]
 [ 8.310255 ]
 [ 8.310255 ]], shape=(1700, 1), dtype=float32)","tf.Tensor(
[[0.12414128]
 [0.12414128]
 [0.12414128]
 ...
 [0.8723484 ]
 [0.8723484 ]
 [0.8723484 ]], shape=(1700, 1), dtype=float32)"
86,20,5,50,0.7,16,20,"tf.Tensor(
[[-0.78687775]
 [-0.78687775]
 [-0.78687775]
 ...
 [ 8.377444  ]
 [ 8.377444  ]
 [ 8.377444  ]], shape=(1700, 1), dtype=float32)","tf.Tensor(
[[0.100316 ]
 [0.100316 ]
 [0.100316 ]
 ...
 [0.9143177]
 [0.9143177]
 [0.9143177]], shape=(1700, 1), dtype=float32)"
87,20,5,50,0.7,50,35,"tf.Tensor(
[[-0.8062736]
 [-0.8062736]
 [-0.8062736]
 ...
 [ 8.2933235]
 [ 8.2933235]
 [ 8.2933235]], shape=(1700, 1), dtype=float32)","tf.Tensor(
[[0.08674137]
 [0.08674137]
 [0.08674137]
 ...
 [0.9503642 ]
 [0.9503642 ]
 [0.9503642 ]], shape=(1700, 1), dtype=float32)"
88,20,5,50,0.7,25,35,"tf.Tensor(
[[-0.7895171]
 [-0.7895171]
 [-0.7895171]
 ...
 [ 8.300512 ]
 [ 8.300512 ]
 [ 8.300512 ]], shape=(1700, 1), dtype=float32)","tf.Tensor(
[[0.12905261]
 [0.12905261]
 [0.12905261]
 ...
 [0.83057976]
 [0.83057976]
 [0.83057976]], shape=(1700, 1), dtype=float32)"
89,20,5,50,0.7,16,35,"tf.Tensor(
[[-0.8212145]
 [-0.8212145]
 [-0.8212145]
 ...
 [ 8.009323 ]
 [ 8.009323 ]
 [ 8.009323 ]], shape=(1700, 1), dtype=float32)","tf.Tensor(
[[0.09900365]
 [0.09900365]
 [0.09900365]
 ...
 [0.8424997 ]
 [0.8424997 ]
 [0.8424997 ]], shape=(1700, 1), dtype=float32)"
90,20,5,80,0.5,80,10,"tf.Tensor(
[[-0.7438411]
 [-0.7438411]
 [-0.7438411]
 ...
 [ 8.767865 ]
 [ 8.767865 ]
 [ 8.767865 ]], shape=(1700, 1), dtype=float32)","tf.Tensor(
[[0.13710697]
 [0.13710697]
 [0.13710697]
 ...
 [0.9436021 ]
 [0.9436021 ]
 [0.9436021 ]], shape=(1700, 1), dtype=float32)"
91,20,5,80,0.5,40,10,"tf.Tensor(
[[-0.7161354]
 [-0.7161354]
 [-0.7161354]
 ...
 [ 8.7684145]
 [ 8.7684145]
 [ 8.7684145]], shape=(1700, 1), dtype=float32)","tf.Tensor(
[[0.15592685]
 [0.15592685]
 [0.15592685]
 ...
 [1.08349   ]
 [1.08349   ]
 [1.08349   ]], shape=(1700, 1), dtype=float32)"
92,20,5,80,0.5,26,10,"tf.Tensor(
[[-0.7230702]
 [-0.7230702]
 [-0.7230702]
 ...
 [ 8.699264 ]
 [ 8.699264 ]
 [ 8.699264 ]], shape=(1700, 1), dtype=float32)","tf.Tensor(
[[0.15346728]
 [0.15346728]
 [0.15346728]
 ...
 [1.1801224 ]
 [1.1801224 ]
 [1.1801224 ]], shape=(1700, 1), dtype=float32)"
93,20,5,80,0.5,80,20,"tf.Tensor(
[[-0.73089963]
 [-0.73089963]
 [-0.73089963]
 ...
 [ 8.786755  ]
 [ 8.786755  ]
 [ 8.786755  ]], shape=(1700, 1), dtype=float32)","tf.Tensor(
[[0.12712543]
 [0.12712543]
 [0.12712543]
 ...
 [0.93642515]
 [0.93642515]
 [0.93642515]], shape=(1700, 1), dtype=float32)"
94,20,5,80,0.5,40,20,"tf.Tensor(
[[-0.7062127]
 [-0.7062127]
 [-0.7062127]
 ...
 [ 8.665618 ]
 [ 8.665618 ]
 [ 8.665618 ]], shape=(1700, 1), dtype=float32)","tf.Tensor(
[[0.13767242]
 [0.13767242]
 [0.13767242]
 ...
 [0.9688208 ]
 [0.9688208 ]
 [0.9688208 ]], shape=(1700, 1), dtype=float32)"
95,20,5,80,0.5,26,20,"tf.Tensor(
[[-0.7265317]
 [-0.7265317]
 [-0.7265317]
 ...
 [ 8.542994 ]
 [ 8.542994 ]
 [ 8.542994 ]], shape=(1700, 1), dtype=float32)","tf.Tensor(
[[0.14470656]
 [0.14470656]
 [0.14470656]
 ...
 [1.1205857 ]
 [1.1205857 ]
 [1.1205857 ]], shape=(1700, 1), dtype=float32)"
96,20,5,80,0.5,80,35,"tf.Tensor(
[[-0.7153094]
 [-0.7153094]
 [-0.7153094]
 ...
 [ 8.614687 ]
 [ 8.614687 ]
 [ 8.614687 ]], shape=(1700, 1), dtype=float32)","tf.Tensor(
[[0.14400715]
 [0.14400715]
 [0.14400715]
 ...
 [1.1296104 ]
 [1.1296104 ]
 [1.1296104 ]], shape=(1700, 1), dtype=float32)"
97,20,5,80,0.5,40,35,"tf.Tensor(
[[-0.7237803]
 [-0.7237803]
 [-0.7237803]
 ...
 [ 8.657759 ]
 [ 8.657759 ]
 [ 8.657759 ]], shape=(1700, 1), dtype=float32)","tf.Tensor(
[[0.13547932]
 [0.13547932]
 [0.13547932]
 ...
 [1.0595394 ]
 [1.0595394 ]
 [1.0595394 ]], shape=(1700, 1), dtype=float32)"
98,20,5,80,0.5,26,35,"tf.Tensor(
[[-0.6960253]
 [-0.6960253]
 [-0.6960253]
 ...
 [ 8.768566 ]
 [ 8.768566 ]
 [ 8.768566 ]], shape=(1700, 1), dtype=float32)","tf.Tensor(
[[0.13546777]
 [0.13546777]
 [0.13546777]
 ...
 [0.98307186]
 [0.98307186]
 [0.98307186]], shape=(1700, 1), dtype=float32)"
99,20,5,80,0.7,80,10,"tf.Tensor(
[[-0.79759955]
 [-0.79759955]
 [-0.79759955]
 ...
 [ 8.310452  ]
 [ 8.310452  ]
 [ 8.310452  ]], shape=(1700, 1), dtype=float32)","tf.Tensor(
[[0.10949323]
 [0.10949323]
 [0.10949323]
 ...
 [0.99647176]
 [0.99647176]
 [0.99647176]], shape=(1700, 1), dtype=float32)"
100,20,5,80,0.7,40,10,"tf.Tensor(
[[-0.8127401]
 [-0.8127401]
 [-0.8127401]
 ...
 [ 8.2534275]
 [ 8.2534275]
 [ 8.2534275]], shape=(1700, 1), dtype=float32)","tf.Tensor(
[[0.10888394]
 [0.10888394]
 [0.10888394]
 ...
 [0.9218839 ]
 [0.9218839 ]
 [0.9218839 ]], shape=(1700, 1), dtype=float32)"
101,20,5,80,0.7,26,10,"tf.Tensor(
[[-0.785124]
 [-0.785124]
 [-0.785124]
 ...
 [ 8.292591]
 [ 8.292591]
 [ 8.292591]], shape=(1700, 1), dtype=float32)","tf.Tensor(
[[0.10392199]
 [0.10392199]
 [0.10392199]
 ...
 [0.9298723 ]
 [0.9298723 ]
 [0.9298723 ]], shape=(1700, 1), dtype=float32)"
102,20,5,80,0.7,80,20,"tf.Tensor(
[[-0.80523247]
 [-0.80523247]
 [-0.80523247]
 ...
 [ 8.161625  ]
 [ 8.161625  ]
 [ 8.161625  ]], shape=(1700, 1), dtype=float32)","tf.Tensor(
[[0.11475431]
 [0.11475431]
 [0.11475431]
 ...
 [0.83048296]
 [0.83048296]
 [0.83048296]], shape=(1700, 1), dtype=float32)"
